name,release_date,price,developers,categories,genres,pct_pos_total,pct_pos_recent,num_reviews_total
Farm Together,2018-10-11,19.99,['Milkstone Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,87,17269
Cat Goes Fishing,2015-01-19,6.99,['Cat5Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual,94,94,12725
SpeedRunners,2016-04-19,14.99,['DoubleDutch Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,95,22382
Human Fall Flat,2016-07-22,19.99,['No Brakes Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,92,162416
Sonic Mania,2017-08-29,19.99,"['Christian Whitehead', 'Headcannon', 'PagodaWest Games']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,93,21560
NEKOPARA Vol. 0,2015-08-17,1.19,['NEKO WORKs'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual,94,82,14425
Escape Simulator,2021-10-19,11.99,['Pine Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']",Casual,94,90,14347
Aperture Desk Job,2022-03-01,0.0,['Valve'],"['Single-player', 'Full controller support']",Casual,94,94,23337
Learn to Fly 3,2017-05-12,0.0,['Light Bringer Games inc.'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Casual,94,94,10174
Everlasting Summer,2014-11-19,0.0,['Soviet Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Casual,94,90,75013
60 Seconds! Reatomized,2019-07-25,9.99,['Robot Gentleman'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual,94,94,15167
Teenage Mutant Ninja Turtles: Shredder's Revenge,2022-06-16,24.99,['Tribute Games Inc.'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Casual,94,95,11841
Plague Inc: Evolved,2016-02-18,4.49,['Ndemic Creations'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Casual,94,95,48593
PlateUp!,2022-08-04,19.99,"[""It's happening""]","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,89,15366
Slime Rancher 2,2022-09-22,20.99,['Monomi Park'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Casual,94,92,28731
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2020-06-23,29.99,['Purple Lamp'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,94,86,13058
ISLANDERS,2019-04-04,1.24,"['Coatsink', 'GrizzlyGames', 'Stage Clear Studios']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Casual,94,89,15549
Leaf Blower Revolution - Idle Game,2020-12-04,0.0,['Humble North'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Casual,94,89,24874
Unrailed!,2020-09-23,19.99,['Indoor Astronaut'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,93,87,12773
Supermarket Simulator,2024-02-20,12.99,['Nokta Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Casual,93,93,61501
Sven Co-op,2016-01-22,0.0,['Sven Co-op team'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Casual,93,91,31100
Stick Fight: The Game,2017-09-28,4.99,['Landfall West'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Casual,93,90,97368
Hentai Girl,2018-08-17,0.99,['GirlGames'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual,93,96,11361
Super Animal Royale,2021-08-26,0.0,['Pixile'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Remote Play on TV']",Casual,93,90,41973
Unpacking,2021-11-01,9.99,['Witch Beam'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Casual,93,94,29450
ShellShock Live,2020-05-22,9.99,['kChamp Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Casual,93,94,28685
Gorilla Tag,2023-01-01,19.99,['Another Axiom Inc.'],"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'In-App Purchases', 'Family Sharing']",Casual,93,91,33790
Aimlabs,2023-06-16,0.0,"['State Space Labs, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Casual,92,81,122186
Core Keeper,2024-08-27,19.99,['Pugstorm'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Casual,92,90,39840
BeamNG.drive,2015-05-29,24.99,['BeamNG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Early Access,97,97,283246
Wobbly Life,2020-07-08,17.99,['RubberBandGames'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Early Access,97,96,23659
Mon Bazou,2021-12-16,15.99,['Santa Goat'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,97,98,15008
TCG Card Shop Simulator,2024-09-15,12.99,['OPNeon Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Early Access,97,95,35431
ATLYSS,2024-11-22,9.99,['Kiseff'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']",Early Access,97,94,12372
Lethal Company,2023-10-23,9.99,['Zeekerss'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']",Early Access,97,95,387146
"Hot Dogs, Horseshoes & Hand Grenades",2016-04-05,19.99,['RUST LTD.'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'VR Support', 'Family Sharing']",Early Access,97,96,20710
Ravenfield,2017-05-18,17.99,['SteelRaven7'],"['Single-player', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Family Sharing']",Early Access,97,96,68935
Fields of Mistria,2024-08-05,13.99,['NPC Studio'],"['Single-player', 'Full controller support', 'Family Sharing']",Early Access,97,95,16096
Dyson Sphere Program,2021-01-20,19.99,['Youthcat Studio'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Early Access,97,96,76592
ULTRAKILL,2020-09-03,24.99,"['Arsi ""Hakita"" Patala']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,97,96,138009
Phasmophobia,2020-09-18,19.99,['Kinetic Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Early Access,96,95,616505
Tiny Bunny,2021-04-16,10.39,['Saikono'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Early Access,96,95,17257
The Coffin of Andy and Leyley,2023-10-13,11.99,['Kit9 Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Early Access,96,96,24069
Universe Sandbox,2015-08-24,29.99,['Giant Army'],"['Single-player', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Early Access,96,94,22853
Abiotic Factor,2024-05-02,24.99,['Deep Field Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Early Access,96,96,20647
R.E.P.O.,2025-02-26,9.99,['semiwork'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Cloud', 'Family Sharing']",Early Access,96,-1,19734
Timberborn,2021-09-15,34.99,['Mechanistry'],"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Early Access,95,97,27836
Cosmoteer: Starship Architect & Commander,2022-10-24,14.99,['Walternate Realities'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Early Access,95,94,10134
SpaceEngine,2019-06-11,29.99,['Cosmographic Software'],"['Single-player', 'Tracked Controller Support', 'VR Support', 'Steam Workshop', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",Early Access,95,95,11452
Project Zomboid,2013-11-08,19.99,['The Indie Stone'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Early Access,94,93,275109
Necesse,2019-12-12,9.74,['Fair Games ApS'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Family Sharing']",Early Access,94,91,13627
Palworld,2024-01-18,22.49,['Pocketpair'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,94,92,314689
Valheim,2021-02-02,19.99,['Iron Gate AB'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Early Access,94,90,417655
Hades II,2024-05-06,29.99,['Supergiant Games'],"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud', 'Family Sharing']",Early Access,94,91,57793
MX Bikes,2019-10-07,34.99,['PiBoSo'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Partial Controller Support', 'Family Sharing']",Early Access,94,94,24613
Amazing Frog?,2014-11-21,19.99,['Fayju'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Early Access,94,93,10159
Slime Rancher 2,2022-09-22,20.99,['Monomi Park'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,94,92,28731
WorldBox - God Simulator,2021-12-02,19.99,['Maxim Karpenko'],"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Early Access,94,92,35389
Automation - The Car Company Tycoon Game,2015-03-12,29.99,['Camshaft Software Ltd'],"['Single-player', 'Multi-player', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Early Access,93,96,12883
Supermarket Simulator,2024-02-20,12.99,['Nokta Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,93,93,61501
Dinkum,2022-07-14,19.99,['James Bendon'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']",Early Access,93,71,19019
Death Must Die,2023-11-14,6.99,['Realm Archive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,92,77,18677
Scrap Mechanic,2016-01-19,19.99,['Axolot Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Early Access,92,90,100107
Legend of the Dark War God,2024-12-12,0.0,['暗黑战神'],"['Multi-player', 'MMO', 'PvP', 'In-App Purchases']",Early Access,91,-1,33604
Escape the Backrooms,2022-08-11,9.99,['Fancy Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Early Access,91,91,81427
The Long Drive,2019-09-25,15.99,['Genesz'],"['Single-player', 'Remote Play Together', 'Family Sharing']",Early Access,91,89,40009
Liar's Bar,2024-10-02,6.99,['Curve Animation'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Early Access,91,82,40070
Pro Soccer Online,2021-11-15,9.99,['Skywall Studios LLC'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",Early Access,90,86,19725
SUPERVIVE,2024-11-20,0.0,['Theorycraft Games'],"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']",Early Access,90,91,16002
Backpack Battles,2024-03-08,12.99,['PlayWithFurcifer'],"['Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,90,85,13150
Tower Unite,2016-04-08,19.99,['PixelTail Games'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']",Early Access,89,85,15264
GROUND BRANCH,2018-08-14,29.99,['BlackFoot Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']",Early Access,89,86,18742
Going Medieval,2021-06-01,24.99,['Foxy Voxel'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Early Access,89,86,14487
Travellers Rest,2020-07-28,12.05,['Isolated Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Early Access,88,82,11820
LOCKDOWN Protocol,2024-07-22,9.99,['Mirage Creative Lab'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Early Access,88,85,11420
War of Rights,2018-12-03,29.99,['Campfire Games'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Family Sharing']",Early Access,88,87,11256
Ghost Watchers,2022-07-28,14.99,['Renderise'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Early Access,87,87,11851
Manor Lords,2024-04-26,39.99,['Slavic Magic'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Early Access,87,80,58144
Backrooms: Escape Together,2022-10-18,7.99,['Triiodide Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Early Access,87,87,15476
She Will Punish Them,2020-04-29,15.99,['L2 Games'],"['Single-player', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",Early Access,87,38,17098
Sky: Children of the Light,2024-04-10,0.0,['thatgamecompany'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases', 'HDR available']",Early Access,87,85,15941
BattleBit Remastered,2023-06-15,14.99,"['SgtOkiDoki', 'Vilaskis', 'TheLiquidHorse']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Partial Controller Support']",Early Access,86,41,122760
War Selection,2019-10-08,0.0,['Glyph Worlds'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']",Early Access,86,86,21540
Deep Rock Galactic: Survivor,2024-02-14,12.99,['Funday Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Early Access,86,80,33638
Enshrouded,2024-01-24,29.99,['Keen Games GmbH'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Early Access,86,85,65175
Farthest Frontier,2022-08-09,29.99,['Crate Entertainment'],"['Single-player', 'Steam Workshop', 'Family Sharing']",Early Access,86,87,18223
BIGFOOT,2017-01-31,19.99,['CyberLight Game Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Early Access,83,84,16323
Six Days in Fallujah,2023-06-22,39.99,['Highwire Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Early Access,83,73,11205
Exanima,2015-04-29,14.99,['Bare Mettle Entertainment'],"['Single-player', 'Family Sharing']",Early Access,82,68,11073
Inside the Backrooms,2022-06-20,6.99,['MrFatcat'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Workshop', 'Family Sharing']",Early Access,82,61,37091
Path of Exile 2,2024-12-06,29.99,['Grinding Gear Games'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']",Early Access,81,76,104800
The Isle,2015-12-01,19.99,['Afterthought LLC'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",Early Access,81,80,83810
Eco,2018-02-06,23.99,['Strange Loop Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'In-App Purchases']",Early Access,81,71,10522
Bellwright,2024-04-23,29.99,['Donkey Crew'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'HDR available', 'Family Sharing']",Early Access,80,83,10311
Soulmask,2024-05-30,29.99,['CampFire Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Early Access,79,74,11501
IdleOn - The Idle RPG,2021-04-02,0.0,['Lavaflame2'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",Early Access,79,85,20028
PROJECT: PLAYTIME,2022-12-12,0.0,['Mob Entertainment'],"['Multi-player', 'Co-op', 'Online Co-op', 'In-App Purchases']",Early Access,78,78,49035
Infection Free Zone,2024-04-11,24.99,['Jutsu Games'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Early Access,78,85,11825
Feed and Grow: Fish,2016-01-08,14.99,['Old B1ood'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Early Access,78,74,17505
Craftopia,2020-09-04,24.99,['Pocketpair'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']",Early Access,78,56,16984
Mist Survival,2018-08-14,10.99,['Dimension 32 Entertainment'],"['Single-player', 'Family Sharing']",Early Access,77,68,12538
Operation: Harsh Doorstop,2023-02-15,0.0,['Drakeling Labs'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Includes level editor']",Early Access,76,58,17744
VRChat,2017-02-01,0.0,['VRChat Inc.'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'In-App Purchases']",Early Access,75,74,235476
POLYGON,2020-03-06,0.0,['Redaster Studio'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases']",Early Access,75,74,34568
Bodycam,2024-06-07,33.32,['Reissad Studio'],"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Early Access,75,78,29320
SCUM,2018-08-29,39.99,['Gamepires'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Early Access,75,75,87275
No Rest for the Wicked,2024-04-18,39.99,['Moon Studios GmbH'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Early Access,75,62,26422
Notes of Soul,2019-01-17,29.99,['（Hong Kong）GKD Game Studio'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Stats', 'Steam Leaderboards', 'Remote Play Together']",Early Access,73,-1,14310
Stoneshard,2020-02-06,17.49,['Ink Stains Games'],"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Early Access,73,72,27891
Marauders,2022-10-03,29.99,['Small Impact Games'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",Early Access,73,29,12928
Subsistence,2016-10-25,11.19,['ColdGames'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']",Early Access,72,71,11674
The Forever Winter,2024-09-24,23.99,['Fun Dog Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']",Early Access,72,67,15513
Will To Live Online,2018-04-05,0.0,['AlphaSoft LLC'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Early Access,70,60,17379
Dark and Darker,2024-06-07,0.0,['IRONMACE'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",Early Access,70,62,65496
太吾绘卷 The Scroll Of Taiwu,2018-09-20,19.99,['ConchShip Games'],"['Single-player', 'Remote Play on Tablet', 'Family Sharing']",Early Access,69,61,48700
Nightingale,2024-02-20,29.99,['Inflexion Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Early Access,67,75,13652
Gray Zone Warfare,2024-04-30,34.99,"['MADFINGER Games, a.s.']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",Early Access,66,71,50972
Stay Out,2019-11-27,0.0,['MOBITECH LLC'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases', 'Remote Play on Tablet']",Early Access,64,85,24772
Last Oasis,2020-03-26,29.99,['Donkey Crew'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Early Access,63,41,20173
KurtzPel,2019-04-30,0.0,['KOG'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",Early Access,60,57,34468
ARK: Survival Ascended,2023-10-25,44.99,"['Studio Wildcard', 'Grove Street Games', 'Instinct Games']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Includes level editor', 'Remote Play Together', 'Family Sharing']",Early Access,59,55,65032
